date,open,high,low,close,volume
2023-01-02,199.18981563020614,200.03302014457125,199.04693727961728,199.64897345306133,67227
2023-01-03,208.02673367925786,211.0407528734964,207.0872276566034,208.65618241693954,130274
2023-01-04,199.38794587581407,201.42963763274642,195.85840357398695,198.6430837547665,76738
2023-01-05,215.43454380591862,218.6680024223515,215.29709456069136,216.5232608710661,89377
2023-01-06,190.35584357124733,191.43895225352125,188.3864561286503,188.5157081061045,19160
2023-01-09,213.73881788955896,214.07022634566323,208.8322241786449,212.11994417329075,14794
2023-01-10,180.09977448601376,180.24864250159322,178.27181116039122,178.84781113262562,209833
2023-01-11,207.79069975749567,208.56374595143535,204.3343143968882,206.8807355483287,81013
2023-01-12,184.21882020621345,187.21339863444544,183.91139448014115,184.25158529147174,227512
2023-01-13,208.08966959058202,209.52861080836368,207.3515970817319,208.98549346836424,42956
2023-01-16,201.85611301122555,202.04196690599107,200.39598329812182,200.99290140959502,151356
2023-01-17,206.5335654100376,208.11453272436722,206.22877239250866,206.70886136538917,228823
2023-01-18,208.0693147465556,210.16974227519444,208.05862917056768,209.55559251726837,17531
2023-01-19,195.25031173402968,196.82364074190218,192.30308361764645,193.21861703448633,25394
2023-01-20,208.18877620093107,210.6683764926099,206.99271805469795,208.63485084372996,137235
2023-01-23,180.76170544958256,181.60924405747178,179.13386286224087,179.87635816079663,84004
2023-01-24,207.7482824818545,209.2809663692195,207.19510786892818,208.76867285609373,27970
2023-01-25,182.43581955517269,182.51816653177625,181.75536570834097,182.37755032288973,99733
2023-01-26,213.53212094286053,214.86515512390486,211.71448998516422,214.83722222055823,67829
2023-01-27,193.87086604916948,195.9476316618437,193.06013748861895,194.7292741767798,2461
2023-01-30,217.3746705983939,217.57377143578012,214.22986643751256,215.2684774599709,307756
2023-01-31,200.388048078624,202.25060497742822,200.35880728717555,201.79965784123814,263552
