date,open,high,low,close,volume
2023-01-02,993.9207578072834,1011.3170960018307,990.360656839073,997.3209926847385,21688
2023-01-03,1020.5471733803383,1021.257132759724,1013.5209696593123,1018.2372899661804,142177
2023-01-04,1061.7052486660948,1064.9228669934696,1035.901868724855,1047.1222353330957,86466
2023-01-05,1086.2094487716902,1094.3606766167402,1078.8663663409122,1083.1766191070385,126018
2023-01-06,1096.1796916751127,1107.480647522968,1091.011108952666,1098.1721676354384,27641
2023-01-09,1117.5662667638878,1119.3917875943503,1099.5839382704428,1115.25966023288,70736
2023-01-10,1139.9396915640443,1144.8457379234976,1117.309831628729,1134.5468190568488,107737
2023-01-11,1150.699608051803,1156.0431089816543,1138.6738390109524,1148.4879583448312,30660
2023-01-12,1156.5877861160873,1162.2707076794304,1153.8576494427089,1160.276895522388,31404
2023-01-13,1160.1908428140707,1174.2865754889888,1156.2448317789858,1167.3150406701905,90461
2023-01-16,1166.0865886634053,1170.5559584205414,1146.4050711345303,1160.7111061347484,150519
2023-01-17,1150.500632596997,1163.9760448869754,1149.1941342050447,1155.9219067973577,120047
2023-01-18,1137.1457693770528,1170.5038186774234,1136.07328963292,1158.8165203812691,30053
2023-01-19,1142.3057750492412,1163.64016563723,1141.4404450207437,1159.5856737803763,109915
2023-01-20,1157.3147429882001,1158.578017147046,1147.286868507157,1150.7626954385373,39347
2023-01-23,1147.0490374506414,1152.667401926933,1145.1861371686953,1148.8181943272605,85967
2023-01-24,1161.3456543257948,1163.590715692439,1147.7778329575606,1154.850934549048,604414
2023-01-25,1152.1172333588481,1166.3476716492744,1151.790782168815,1154.6089571805862,44695
2023-01-26,1149.2865970769249,1163.3522951604944,1142.8848219673594,1159.4812514420614,106230
2023-01-27,1164.9624567520077,1170.3564113171972,1147.6638824078436,1163.1209847203,3971
2023-01-30,1173.6455449617958,1181.2376358400259,1163.8486985242596,1176.6861136905045,97980
2023-01-31,1183.9861344434955,1190.4271509173423,1175.056616821337,1187.4666943778755,467550
2023-02-01,1211.3741389858328,1218.1754840574026,1194.9312074357163,1213.9096327990464,49303
2023-02-02,1239.2215662421718,1240.9056741643965,1217.4559787820826,1234.7336834570567,264704
2023-02-03,1222.9886536210163,1247.1624134789854,1216.499221415678,1242.5940253301055,543324
2023-02-06,1271.0587541935627,1278.8702378009755,1259.6699393729964,1270.9205280107171,5482
2023-02-07,1307.5223959907478,1317.7751776748705,1285.980489806074,1292.5173537245496,46700
2023-02-08,1339.0953338611341,1346.9623225785149,1320.987021204426,1321.0358423541518,104594
2023-02-09,1351.1553940322312,1357.1771140964897,1340.6366387074668,1347.1745554375966,91454
2023-02-10,1358.8450232401117,1369.549713651765,1349.9018793825323,1361.8839296738406,110189
2023-02-13,1379.0502503429732,1388.2443967442364,1378.870793954917,1383.607405585035,151005
2023-02-14,1415.5633397418571,1421.0169232275216,1387.320592522999,1399.2700223610593,162359
2023-02-15,1414.2526809071146,1418.6165565922665,1410.0851031701877,1417.9995188002945,51397
2023-02-16,1415.4688425470465,1429.827428450519,1409.9673528799342,1426.3852479707484,254220
2023-02-17,1422.31805032904,1452.9771501301457,1405.4492135595303,1427.9105278205673,5338
2023-02-20,1428.6529637064282,1435.5551608845024,1428.0153573715788,1434.4943872063743,93355
2023-02-21,1442.7058538736403,1446.1408112775462,1421.0687093840238,1429.9733137072576,217237
2023-02-22,1422.3933529602264,1437.0022148596306,1416.526724777966,1428.0124539953579,162272
2023-02-23,1435.8842738921405,1436.293644120317,1420.913835313756,1432.6666302355902,62550
2023-02-24,1432.0951485020016,1432.3456296089114,1422.1869540652424,1424.9865765064137,169812
2023-02-27,1396.1246700917088,1408.5617605567154,1395.1736469254,1405.6680602877404,23672
2023-02-28,1395.6219616614608,1413.428193489677,1389.0840441499754,1410.9340266719116,10644
2023-03-01,1410.4081185324221,1410.5966423165266,1403.5943628889052,1406.9922131472565,142417
2023-03-02,1390.9847023686011,1396.435128768036,1388.8822070054268,1395.573164169724,160094
2023-03-03,1399.2674541464653,1423.5058452765186,1391.9246330664332,1406.5818405394002,13889
2023-03-06,1415.9077028842564,1425.435569742041,1396.2095035314023,1414.5436393642897,6460
2023-03-07,1403.5405399153922,1417.3929573679304,1401.1547983582275,1409.008939004596,41953
2023-03-08,1412.9353575813398,1421.6584506348506,1409.1536670370488,1421.211633488012,82875
2023-03-09,1446.4754452102663,1450.4795645221054,1440.9300520733125,1445.2819019521003,70422
