timestamp,symbol,open,high,low,close,volume,trade_count,vwap
2025-04-24 08:00:00+00:00,SPY,533.01,533.2,532.85,533.1,5038.0,103.0,533.100301
2025-04-24 08:01:00+00:00,SPY,533.2,533.5,533.15,533.5,1280.0,48.0,533.387778
2025-04-24 08:02:00+00:00,SPY,533.5,533.5,533.37,533.5,3213.0,45.0,533.455077
2025-04-24 08:03:00+00:00,SPY,533.4,533.49,533.3,533.41,2726.0,71.0,533.387944
2025-04-24 08:04:00+00:00,SPY,533.58,533.6,533.44,533.44,3197.0,98.0,533.531384
2025-04-24 08:06:00+00:00,SPY,533.35,533.35,533.0,533.0,1585.0,71.0,533.056218
2025-04-24 08:07:00+00:00,SPY,533.0,533.0,532.68,532.68,3049.0,39.0,532.978174
2025-04-24 08:08:00+00:00,SPY,532.69,532.69,532.69,532.69,549.0,34.0,532.69
2025-04-24 08:09:00+00:00,SPY,532.71,532.72,532.63,532.63,1083.0,32.0,532.691087
2025-04-24 08:10:00+00:00,SPY,532.6,532.72,532.6,532.72,937.0,28.0,532.64125
2025-04-24 08:11:00+00:00,SPY,532.82,532.9,532.82,532.86,1349.0,23.0,532.870101
2025-04-24 08:12:00+00:00,SPY,532.88,532.88,532.88,532.88,354.0,15.0,532.88
2025-04-24 08:14:00+00:00,SPY,532.9,532.9,532.9,532.9,257.0,11.0,532.9
2025-04-24 08:15:00+00:00,SPY,532.7,532.7,532.66,532.66,2597.0,37.0,532.684
2025-04-24 08:16:00+00:00,SPY,532.68,532.91,532.68,532.91,649.0,15.0,532.81125
2025-04-24 08:17:00+00:00,SPY,532.91,532.91,532.91,532.91,734.0,17.0,532.91
2025-04-24 08:18:00+00:00,SPY,532.75,532.95,532.75,532.95,765.0,18.0,532.852439
2025-04-24 08:19:00+00:00,SPY,533.0,533.0,532.85,532.9,2426.0,64.0,532.941643
2025-04-24 08:20:00+00:00,SPY,532.51,532.77,532.51,532.74,2796.0,56.0,532.713089
2025-04-24 08:21:00+00:00,SPY,532.89,533.06,532.89,532.99,1563.0,31.0,532.961472
2025-04-24 08:25:00+00:00,SPY,532.81,532.81,532.81,532.81,314.0,14.0,532.81
2025-04-24 08:27:00+00:00,SPY,532.4,532.46,532.22,532.22,1150.0,55.0,532.358361
2025-04-24 08:28:00+00:00,SPY,532.2,532.2,532.2,532.2,1443.0,19.0,532.2
2025-04-24 08:30:00+00:00,SPY,532.09,532.09,532.09,532.09,456.0,15.0,532.09
2025-04-24 08:35:00+00:00,SPY,532.25,532.25,532.25,532.25,314.0,21.0,532.25
2025-04-24 08:36:00+00:00,SPY,532.25,532.25,531.79,531.99,3693.0,151.0,532.149317
2025-04-24 08:37:00+00:00,SPY,531.79,531.8,531.79,531.79,2133.0,35.0,531.792083
2025-04-24 08:39:00+00:00,SPY,531.81,532.0,531.81,532.0,7846.0,145.0,531.883542
2025-04-24 08:40:00+00:00,SPY,531.8,531.8,531.62,531.62,1591.0,37.0,531.779911
2025-04-24 08:41:00+00:00,SPY,531.5,531.55,531.47,531.48,2596.0,55.0,531.5088
2025-04-24 08:42:00+00:00,SPY,531.49,531.49,531.49,531.49,556.0,30.0,531.49
2025-04-24 08:43:00+00:00,SPY,531.4,531.4,531.22,531.22,2586.0,67.0,531.326835
2025-04-24 08:44:00+00:00,SPY,531.51,531.51,531.51,531.51,959.0,28.0,531.51
2025-04-24 08:45:00+00:00,SPY,531.37,531.65,531.36,531.59,1936.0,44.0,531.435251
2025-04-24 08:46:00+00:00,SPY,531.52,531.52,531.42,531.42,481.0,18.0,531.47
2025-04-24 08:47:00+00:00,SPY,531.33,531.33,531.26,531.26,799.0,23.0,531.292404
2025-04-24 08:48:00+00:00,SPY,531.29,531.34,531.29,531.34,881.0,13.0,531.298333
2025-04-24 08:51:00+00:00,SPY,531.52,531.52,531.52,531.52,576.0,30.0,531.52
2025-04-24 08:55:00+00:00,SPY,531.76,531.8,531.76,531.8,2480.0,64.0,531.776923
2025-04-24 08:56:00+00:00,SPY,531.91,532.02,531.91,532.02,608.0,27.0,531.965
2025-04-24 08:57:00+00:00,SPY,532.01,532.01,532.01,532.01,108.0,6.0,532.01
2025-04-24 09:00:00+00:00,SPY,532.14,532.15,532.04,532.04,1508.0,55.0,532.104825
2025-04-24 09:01:00+00:00,SPY,532.23,532.25,532.23,532.25,520.0,7.0,532.24
2025-04-24 09:02:00+00:00,SPY,532.15,532.17,532.15,532.17,1337.0,18.0,532.164286
2025-04-24 09:04:00+00:00,SPY,532.08,532.33,532.08,532.33,1258.0,27.0,532.197771
2025-04-24 09:05:00+00:00,SPY,532.33,532.33,532.32,532.32,328.0,3.0,532.326667
2025-04-24 09:06:00+00:00,SPY,532.25,532.27,532.17,532.23,4265.0,88.0,532.232223
2025-04-24 09:07:00+00:00,SPY,532.13,532.13,532.13,532.13,203.0,5.0,532.13
2025-04-24 09:08:00+00:00,SPY,532.21,532.21,532.21,532.21,394.0,16.0,532.21
2025-04-24 09:09:00+00:00,SPY,532.11,532.11,532.11,532.11,278.0,7.0,532.11
2025-04-24 09:10:00+00:00,SPY,532.14,532.3,532.14,532.3,414.0,6.0,532.193333
2025-04-24 09:12:00+00:00,SPY,532.17,532.17,532.17,532.17,202.0,3.0,532.17
2025-04-24 09:13:00+00:00,SPY,532.22,532.22,532.22,532.22,187.0,8.0,532.22
2025-04-24 09:14:00+00:00,SPY,532.25,532.38,532.25,532.38,397.0,11.0,532.33
