timestamp,Open,High,Low,Close,Volume
2023-01-01 09:30:00,100.0,101.0,99.5,100.5,1000
2023-01-01 09:31:00,100.5,102.0,100.0,101.5,1500
2023-01-01 09:32:00,101.5,103.0,101.0,102.5,2000
2023-01-01 09:33:00,102.5,104.0,102.0,103.5,2500
2023-01-01 09:34:00,103.5,105.0,103.0,104.5,3000
2023-01-01 09:35:00,104.5,106.0,104.0,105.5,3500
2023-01-01 09:36:00,105.5,107.0,105.0,106.5,4000
2023-01-01 09:37:00,106.5,108.0,106.0,107.5,4500
2023-01-01 09:38:00,107.5,109.0,107.0,108.5,5000
2023-01-01 09:39:00,108.5,110.0,108.0,109.5,5500
2023-01-01 09:40:00,109.5,111.0,109.0,110.5,6000
2023-01-01 09:41:00,110.5,112.0,110.0,111.5,6500
2023-01-01 09:42:00,111.5,113.0,111.0,112.5,7000
2023-01-01 09:43:00,112.5,114.0,112.0,113.5,7500
2023-01-01 09:44:00,113.5,115.0,113.0,114.5,8000
2023-01-01 09:45:00,114.5,116.0,114.0,115.5,8500
2023-01-01 09:46:00,115.5,117.0,115.0,116.5,9000
2023-01-01 09:47:00,116.5,118.0,116.0,117.5,9500
2023-01-01 09:48:00,117.5,119.0,117.0,118.5,10000
2023-01-01 09:49:00,118.5,120.0,118.0,119.5,10500
2023-01-01 09:50:00,119.5,121.0,119.0,120.5,11000
2023-01-01 09:51:00,120.5,122.0,120.0,121.5,11500
2023-01-01 09:52:00,121.5,123.0,121.0,122.5,12000
2023-01-01 09:53:00,122.5,124.0,122.0,123.5,12500
2023-01-01 09:54:00,123.5,125.0,123.0,124.5,13000
2023-01-01 09:55:00,124.5,126.0,124.0,125.5,13500
2023-01-01 09:56:00,125.5,127.0,125.0,126.5,14000
2023-01-01 09:57:00,126.5,128.0,126.0,127.5,14500
2023-01-01 09:58:00,127.5,129.0,127.0,128.5,15000
2023-01-01 09:59:00,128.5,130.0,128.0,129.5,15500
2023-01-01 10:00:00,129.5,131.0,128.0,128.5,16000
2023-01-01 10:01:00,128.5,129.0,127.0,127.5,15500
2023-01-01 10:02:00,127.5,128.0,126.0,126.5,15000
2023-01-01 10:03:00,126.5,127.0,125.0,125.5,14500
2023-01-01 10:04:00,125.5,126.0,124.0,124.5,14000
2023-01-01 10:05:00,124.5,125.0,123.0,123.5,13500
2023-01-01 10:06:00,123.5,124.0,122.0,122.5,13000
2023-01-01 10:07:00,122.5,123.0,121.0,121.5,12500
2023-01-01 10:08:00,121.5,122.0,120.0,120.5,12000
2023-01-01 10:09:00,120.5,121.0,119.0,119.5,11500
2023-01-01 10:10:00,119.5,120.0,118.0,118.5,11000
2023-01-01 10:11:00,118.5,119.0,117.0,117.5,10500
2023-01-01 10:12:00,117.5,118.0,116.0,116.5,10000
2023-01-01 10:13:00,116.5,117.0,115.0,115.5,9500
2023-01-01 10:14:00,115.5,116.0,114.0,114.5,9000
2023-01-01 10:15:00,114.5,115.0,113.0,113.5,8500
2023-01-01 10:16:00,113.5,114.0,112.0,112.5,8000
2023-01-01 10:17:00,112.5,113.0,111.0,111.5,7500
2023-01-01 10:18:00,111.5,112.0,110.0,110.5,7000
2023-01-01 10:19:00,110.5,111.0,109.0,109.5,6500
2023-01-01 10:20:00,109.5,110.0,108.0,108.5,6000
