id,timestamp,symbol,direction,quantity,price,commission,pnl
e4a2f6ed-1a8b-4dd6-b10c-0c139ba0b63b,2025-04-27 12:06:05.958046,MSFT,BUY,100,95.11452775935626,9.511452775935627,0.0
98a24cf5-c0bb-4fe6-89b8-6c495221abb4,2025-04-27 12:06:05.962225,GOOGL,BUY,100,95.69410525717173,9.569410525717172,0.0
d2307d97-cfec-4945-9eb8-784163ee9ade,2025-04-27 12:06:05.963194,GOOGL,BUY,100,95.20804381606253,9.520804381606252,0.0
bf0df782-a2c4-4846-84eb-e94bbdb3600e,2025-04-27 12:06:05.969356,MSFT,SELL,100,99.45162263855458,9.945162263855458,433.7094879198318
1403684e-f182-45bd-bd4d-98d21bb55b28,2025-04-27 12:06:06.003204,GOOGL,SELL,100,96.36177360192548,9.636177360192548,91.069906530835
8f8a6d70-4e0b-4fdb-8aa5-a2b6db937217,2025-04-27 12:06:06.004440,GOOGL,SELL,100,96.653401589372,9.665340158937198,120.23270527548675
ef95237a-4e28-4eca-9ea4-2ad64ae96306,2025-04-27 12:06:06.009574,GOOGL,BUY,100,93.17727266777864,9.317727266777863,0.0
dbef38c7-2ebc-4e31-87a2-fafed4ca690a,2025-04-27 12:06:06.017770,GOOGL,SELL,100,95.53801654103756,9.553801654103756,236.0743873258926
c0b03854-3dca-4806-b72a-731e27a8920d,2025-04-27 12:06:06.021366,MSFT,BUY,100,98.20191036991747,9.820191036991748,0.0
84726b8f-cead-4134-b3b5-4f1574021e35,2025-04-27 12:06:06.026349,AAPL,BUY,100,95.176185064988,9.5176185064988,0.0
e5f68c3a-b1bc-4b25-a932-b9805c0cc450,2025-04-27 12:06:06.044732,MSFT,SELL,100,92.4885190073193,9.24885190073193,-571.3391362598173
795c8355-06e5-4f73-abcc-24f104361795,2025-04-27 12:06:06.058375,GOOGL,BUY,100,89.69560529905696,8.969560529905698,0.0
f73966c1-5d28-4679-8bff-536b1419c978,2025-04-27 12:06:06.059769,GOOGL,BUY,100,89.67795458927684,8.967795458927684,0.0
07843553-29e3-44f4-86ac-5c06c533cffa,2025-04-27 12:06:06.061161,GOOGL,BUY,100,89.56176843353737,8.956176843353736,0.0
4b6e3c38-134a-4110-befd-d4e5c769277f,2025-04-27 12:06:06.083393,GOOGL,SELL,100,89.11425017565273,8.911425017565273,-53.08592649709993
07136329-2119-4be6-9fb9-86d84e731005,2025-04-27 12:06:06.084852,GOOGL,SELL,100,89.70496192479436,8.970496192479438,5.98524841706336
0d3bbe01-1195-45fe-971d-1c31d549e670,2025-04-27 12:06:06.106327,GOOGL,BUY,100,90.40077760655248,9.040077760655247,0.0
